BunkID,ResidenceID,Bunk#,TopBottom,# on Top,Length,FTT,Single?,Bunk Ladder?,Room Type,Notes,Bed Frame,Mattress,Protector?
210513,2105 Grace,13,Top,4,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210514,2105 Grace,14,Top,5,,No,0,0,,,,Up and Under - Dinosaurs,0
210515,2105 Grace,15,Top,6,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210516,2105 Grace,16,Top,7,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210517,2105 Grace,17,Top,8,,Yes,0,0,,,,Simmons Backguard Ambassador,0
210518,2105 Grace,18,Top,9,,Yes,0,0,,,,Custom Comfort Quilt 3,0
210519,2105 Grace Ct. Couple,19,Queen-A,20,,Yes,0,0,Couple,,,,0
210520,2105 Grace Ct. Couple,20,Queen-B,19,,Yes,0,0,Couple,,,,0
210601,2106 Grace,1,Bottom,10,Regular,Yes,0,1,Double room,,Wood (Oak),Golden 21st Century II,0
210602,2106 Grace,2,Bottom,11,Regular,Yes,0,1,Double room,,Wood (Oak),Golden 21st Century II,0
210603,2106 Grace,3,Bottom,12,Regular,Yes,0,1,Double room,,Wood (Oak),Leader Orthopedic,0
210604,2106 Grace,4,Bottom,13,Regular,Yes,0,1,Double room,,Wood (Oak),Golden Soft Impressions III,0
210605,2106 Grace,5,Bottom,14,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt Plush,1
210606,2106 Grace,6,Bottom,15,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt 3,0
210607,2106 Grace,7,Bottom,16,Regular,Yes,0,1,Triple room,,Wood (Oak),Custom Comfort Quilt Plush,0
210608,2106 Grace,8,Bottom,17,Regular,Yes,0,1,Triple room,,Wood (Oak),Leader Orthopedic,0
210609,2106 Grace,9,Bottom,18,Regular,Yes,0,1,Triple room,,Wood (Oak),Custom Comfort Quilt Plush,1
210610,2106 Grace,10,Top,1,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210611,2106 Grace,11,Top,2,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210612,2106 Grace,12,Top,3,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210613,2106 Grace,13,Top,4,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210614,2106 Grace,14,Top,5,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210615,2106 Grace,15,Top,6,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210616,2106 Grace,16,Top,7,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210617,2106 Grace,17,Top,8,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210618,2106 Grace,18,Top,9,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210619,2106 Grace,19,Bottom,21,Regular,Yes,0,1,Double room,,Wood (Honey),Custom Comfort Quilt 3,0
210620,2106 Grace,20,Bottom,22,Regular,Yes,0,1,Double room,,Wood (Honey),Tatami,0
210621,2106 Grace,21,Top,19,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210622,2106 Grace,22,Top,20,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210701,2107 Grace,1,Bottom,10,Regular,Yes,0,1,Double room,,Wood (Walnut),Custom Comfort Quilt Plush,0
210702,2107 Grace,2,Bottom,11,Regular,Yes,0,1,Double room,,Wood (Walnut),Leader Orthopedic,0
210703,2107 Grace,3,Bottom,12,Regular,Yes,0,1,Double room,,Wood (Walnut),Leader Orthopedic,0
210704,2107 Grace,4,Bottom,13,Regular,Yes,0,1,Double room,,Wood (Walnut),Golden 21st Century II,0
210705,2107 Grace,5,Bottom,14,Regular,No,0,1,Double room,,Wood (Walnut),Golden 21st Century II,0
210706,2107 Grace,6,Bottom,15,Regular,Yes,0,1,Double room,,Wood (Walnut),Custom Comfort Quilt Plush,1
210707,2107 Grace,7,Bottom,16,Regular,Yes,0,1,Triple room,,Wood (Walnut),Custom Comfort Quilt Plush,1
210708,2107 Grace,8,Bottom,17,Regular,Yes,0,1,Triple room,,Wood (Walnut),Custom Comfort Quilt 3,0
210709,2107 Grace,9,Bottom,18,Regular,Yes,0,1,Triple room,,Wood (Walnut),Miracle Medipedic,0
210710,2107 Grace,10,Top,1,,Yes,0,0,,,,Regal Splendor,0
210711,2107 Grace,11,Top,2,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210712,2107 Grace,12,Top,3,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210713,2107 Grace,13,Top,4,,No,0,0,,,,Regal Splendor,0
210714,2107 Grace,14,Top,5,,No,0,0,,,,Up and Under - Blue Flowers,0
210715,2107 Grace,15,Top,6,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210716,2107 Grace,16,Top,7,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210717,2107 Grace,17,Top,8,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210718,2107 Grace,18,Top,9,,No,0,0,,,,Regal Splendor,0
210719,2107 Grace,19,Bottom,22,Regular,Yes,0,1,Triple room,,Wood (Honey),Personal,1
210720,2107 Grace,20,Bottom,23,Regular,Yes,1,0,Triple room,,Wood (Honey),Golden 21st Century II,0
210721,2107 Grace,21,Bottom,24,Regular,Yes,0,1,Triple room,,Wood (Honey),Custom Comfort Quilt 3,0
210722,2107 Grace,22,Top,19,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210723,2107 Grace,23,Top,20,,No,0,0,,,,n/a,0
210724,2107 Grace,24,Top,21,,No,0,0,,,,Up and Under - Dinosaurs,0
210801,2108 Grace,1,Bottom,8,Regular,Yes,0,1,Double room,,Wood (Oak),Tatami,0
210802,2108 Grace,2,Bottom,9,Regular,Yes,0,1,Double room,,Wood (Oak),Leader Orthopedic,0
210803,2108 Grace,3,Bottom,10,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt Plush,0
210804,2108 Grace,4,Bottom,11,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt Plush,0
210805,2108 Grace,5,Bottom,12,Regular,Yes,0,1,Triple room,,Wood (Oak),Leader Orthopedic,0
210806,2108 Grace,6,Bottom,14,Regular,Yes,1,1,Triple room,,Wood (Oak),Leader Orthopedic,0
210807,2108 Grace,7,Bottom,13,Regular,Yes,0,1,Triple room,,Wood (Oak),Golden 21st Century II,0
210808,2108 Grace,8,Top,1,,Yes,0,0,,,,Regal Splendor,0
210809,2108 Grace,9,Top,2,,Yes,0,0,,,,Regal Splendor,0
210810,2108 Grace,10,Top,3,,Yes,0,0,,,,Regal Splendor,0
210811,2108 Grace,11,Top,4,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210812,2108 Grace,12,Top,5,,Yes,0,0,,,,Regal Splendor,0
210813,2108 Grace,13,Top,7,,Yes,0,0,,,,n/a,0
210814,2108 Grace,14,Top,6,,No,0,0,,,,Up and Under - Dinosaurs,0
210901,2109 Grace,1,Bottom,10,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt Plush,0
210902,2109 Grace,2,Bottom,11,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt 3,0
210903,2109 Grace,3,Bottom,12,Regular,Yes,0,1,Double room,,Wood (Oak),Tatami,0
210904,2109 Grace,4,Bottom,13,Regular,Yes,0,1,Double room,,Wood (Oak),Golden 21st Century II,0
210905,2109 Grace,5,Bottom,14,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt Plush,0
210906,2109 Grace,6,Bottom,15,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt 2,0
210907,2109 Grace,7,Bottom,16,Regular,Yes,0,1,Triple room,,Wood (Oak),Leader Orthopedic,0
210908,2109 Grace,8,Bottom,17,Regular,Yes,0,1,Triple room,,Wood (Oak),Leader Orthopedic,0
210909,2109 Grace,9,Bottom,18,Regular,Yes,0,1,Triple room,,Wood (Oak),Regal Splendor,0
210910,2109 Grace,10,Top,1,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210911,2109 Grace,11,Top,2,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210912,2109 Grace,12,Top,3,,Yes,0,0,,,,Regal Splendor,0
210913,2109 Grace,13,Top,4,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210914,2109 Grace,14,Top,5,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210915,2109 Grace,15,Top,6,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210916,2109 Grace,16,Top,7,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210917,2109 Grace,17,Top,8,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210918,2109 Grace,18,Top,9,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210919,2109 Grace,19,Bottom,21,Regular,Yes,0,1,Double room,,Wood (Honey),Custom Comfort Quilt Plush,0
210920,2109 Grace,20,Bottom,22,Regular,Yes,0,1,Double room,,Wood (Honey),Custom Comfort Quilt 3,0
210921,2109 Grace,21,Top,19,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210922,2109 Grace,22,Top,20,,Yes,0,0,,,,Up and Under - Dinosaurs,0
211101,2111 Grace,1,Bottom,10,Regular,Yes,0,1,Double room,,Wood (Oak),Golden Stone,0
211102,2111 Grace,2,Bottom,11,Regular,Yes,0,1,Double room,,Wood (Oak),Leader Orthopedic,0
211103,2111 Grace,3,Bottom,12,Regular,Yes,0,1,Double room,,Wood (Oak),Leader Orthopedic,0
211104,2111 Grace,4,Bottom,13,Regular,Yes,0,1,Double room,,Wood (Oak),Leader Orthopedic,0
211105,2111 Grace,5,Bottom,14,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt Plush,1
211106,2111 Grace,6,Bottom,15,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt Plush,1
211107,2111 Grace,7,Bottom,16,Regular,Yes,0,1,Triple room,,Wood (Oak),Custom Comfort Quilt Plush,1
211108,2111 Grace,8,Bottom,17,Regular,Yes,0,1,Triple room,,Wood (Oak),Custom Comfort Quilt Plush,0
211109,2111 Grace,9,Bottom,18,Regular,Yes,0,1,Triple room,,Wood (Oak),Custom Comfort Quilt Plush,1
211110,2111 Grace,10,Top,1,,Yes,0,0,,,,Up and Under - Dinosaurs,0
211111,2111 Grace,11,Top,2,,Yes,0,0,,,,Up and Under - Blue Flowers,0
211112,2111 Grace,12,Top,3,,Yes,0,0,,,,Regal Splendor,0
211113,2111 Grace,13,Top,4,,Yes,0,0,,,,Regal Splendor,0
211114,2111 Grace,14,Top,5,,Yes,0,0,,,,Regal Splendor,0
211115,2111 Grace,15,Top,6,,Yes,0,0,,,,Regal Splendor,0
211116,2111 Grace,16,Top,7,,Yes,0,0,,,,Regal Splendor,0
211117,2111 Grace,17,Top,8,,Yes,0,0,,,,Regal Splendor,0
211118,2111 Grace,18,Top,9,,Yes,0,0,,,,Regal Splendor,0
211119,2111 Grace,19,Bottom,22,Regular,Yes,0,1,Triple room,,Wood (Honey),Custom Comfort Quilt Plush,0
211120,2111 Grace,20,Bottom,23,Regular,Yes,0,1,Triple room,,Wood (Honey),Custom Comfort Quilt 3,0
211121,2111 Grace,21,Bottom,24,Regular,Yes,1,0,Triple room,,Wood (Honey),Custom Comfort Quilt 3,0
211122,2111 Grace,22,Top,19,,Yes,0,0,,,,Up and Under - Dinosaurs,0
211123,2111 Grace,23,Top,20,,Yes,0,0,,,,Up and Under - Dinosaurs,0
211124,2111 Grace,24,Top,21,,No,0,0,,,,n/a,0
211301,2113 Grace,1,Bottom,10,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt Plush,1
211302,2113 Grace,2,Bottom,11,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt 2,0
211303,2113 Grace,3,Bottom,12,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt 3,0
211304,2113 Grace,4,Bottom,13,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt 3,0
211305,2113 Grace,5,Bottom,14,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt Plush,0
211306,2113 Grace,6,Bottom,15,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt Plush,0
211307,2113 Grace,7,Bottom,16,Regular,Yes,0,1,Triple room,,Wood (Oak),Custom Comfort Value Comfort,0
211308,2113 Grace,8,Bottom,17,Regular,Yes,0,1,Triple room,,Wood (Oak),Leader Orthopedic,0
211309,2113 Grace,9,Bottom,18,Regular,Yes,0,1,Triple room,,Wood (Oak),Custom Comfort Quilt Plush,1
211310,2113 Grace,10,Top,1,,Yes,0,0,,,,Up and Under - Dinosaurs,0
211311,2113 Grace,11,Top,2,,Yes,0,0,,,,Up and Under - Dinosaurs,0
211312,2113 Grace,12,Top,3,,Yes,0,0,,,,Up and Under - Dinosaurs,0
211313,2113 Grace,13,Top,4,,Yes,0,0,,,,Up and Under - Dinosaurs,0
211314,2113 Grace,14,Top,5,,Yes,0,0,,,,Up and Under - Dinosaurs,0
211315,2113 Grace,15,Top,6,,Yes,0,0,,,,Up and Under - Dinosaurs,0
211316,2113 Grace,16,Top,7,,Yes,0,0,,,,Up and Under - Dinosaurs,0
211317,2113 Grace,17,Top,8,,Yes,0,0,,,,Up and Under - Blue Flowers,0
